sourcefile	id	specie	author	endemic_genus	endemic_specie	endemic_subspecie	origin	category	habitat	id_biota	gpsdatetime	latitude	longitude	gpsaltitude	name	medium	class	family	endemicity	domain	division	phylo	order	presence
images/links_dropbox_protected/FV01066-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01066	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	30/05/2024	NA	NA	305.174	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0107-Pleiomeris canariensis-(Wild.) A. DC-eg_si-ee_si--ns-ep-MA-F01020.jpg	FV0107	Pleiomeris canariensis	(Wild.) A. DC	SI	SI	-	Nativo seguro	Especie protegida	MA	F01020	12/04/2024	NA	NA	604.985	Delfino, saquitero	Terrestre	Magnoliopsida	Myrsinaceae	Endémico	Plantae	Spermatophyta	NA	Ericales	Ps Gs Ts Cs
images/links_dropbox_protected/FV01070-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01070	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	299.195	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01071-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01071	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	302.32	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01072-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01072	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	307.771	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01073-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01073	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	306.597	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01074-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01074	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	298.151	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01075-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01075	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	30/05/2024	NA	NA	298.956	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01076-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01076	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	299.975	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01077-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01077	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	30/05/2024	NA	NA	299.072	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01078-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01078	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	30/05/2024	NA	NA	303.024	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0108-Pleiomeris canariensis-(Wild.) A. DC-eg_si-ee_si--ns-ep-MA-F01020.jpg	FV0108	Pleiomeris canariensis	(Wild.) A. DC	SI	SI	-	Nativo seguro	Especie protegida	MA	F01020	12/04/2024	NA	NA	NA	Delfino, saquitero	Terrestre	Magnoliopsida	Myrsinaceae	Endémico	Plantae	Spermatophyta	NA	Ericales	Ps Gs Ts Cs
images/links_dropbox_protected/FV01080-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01080	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	30/05/2024	NA	NA	320.27	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01082-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01082	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	30/05/2024	NA	NA	250.599	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01083-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01083	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	30/05/2024	NA	NA	309.449	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01084-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01084	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	311.352	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01085-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01085	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	30/05/2024	NA	NA	313.217	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01088-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01088	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	30/05/2024	NA	NA	314.011	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01093-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01093	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	30/05/2024	NA	NA	315.922	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01094-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01094	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	30/05/2024	NA	NA	309.037	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01096-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01096	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	308.913	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01097-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01097	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	308.778	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01100-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01100	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	316.748	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01107-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01107	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	30/05/2024	NA	NA	296.526	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01108-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01108	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	312.447	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01109-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01109	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	307.407	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV0111-Picconia excelsa-(Aiton) DC.-eg_no-ee_no--ns-ep-MA_LT-F01060.jpg	FV0111	Picconia excelsa	(Aiton) DC.	NO	NO	-	Nativo seguro	Especie protegida	MA_LT	F01060	12/04/2024	NA	NA	610.115	Paloblanco	Terrestre	Magnoliopsida	Oleaceae	No endémico	Plantae	Spermatophyta	NA	Lamiales	Hs Ps Gs Ts Cs Fs
images/links_dropbox_protected/FV01110-Salvia canariensis-L.-eg_no-ee_si--ns-ep-BF_HMR_ZU-F01330.jpg	FV01110	Salvia canariensis	L.	NO	SI	-	Nativo seguro	Especie protegida	BF_HMR_ZU	F01330	30/05/2024	NA	NA	307.027	Salvia canaria, salvia morisca, garitopa	Terrestre	Magnoliopsida	Lamiaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Ht Ps Gt Ts Cs Ft Lt
images/links_dropbox_protected/FV01113-Lavatera acerifolia-Cav.-eg_no-ee_si--ns-ep-TC-F01004.jpg	FV01113	Lavatera acerifolia	Cav.	NO	SI	-	Nativo seguro	Especie protegida	TC	F01004	01/06/2024	NA	NA	274.151	Malvarrisco rosada	Terrestre	Magnoliopsida	Malvaceae	Endémico	Plantae	Spermatophyta	NA	Malvales	Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01114-Dracaena draco-(L.) L.-eg_no-ee_no--ns-ep--F02220.jpg	FV01114	Dracaena draco	(L.) L.	NO	NO	-	Nativo seguro	Especie protegida	NA	F02220	01/06/2024	NA	NA	292.262	Drago	Terrestre	Liliopsida	Asparagaceae	No endémico	Plantae	Spermatophyta	NA	Asparagales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01118-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01118	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	290.731	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01120-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01120	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	285.24	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01126-Dracaena draco-(L.) L.-eg_no-ee_no--ns-ep--F02220.jpg	FV01126	Dracaena draco	(L.) L.	NO	NO	-	Nativo seguro	Especie protegida	NA	F02220	01/06/2024	NA	NA	293.845	Drago	Terrestre	Liliopsida	Asparagaceae	No endémico	Plantae	Spermatophyta	NA	Asparagales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01129-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01129	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	288.839	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0113-Echium callithyrsum-Webb ex Bolle-eg_no-ee_si--ns-ep--F01176.jpg	FV0113	Echium callithyrsum	Webb ex Bolle	NO	SI	-	Nativo seguro	Especie protegida	NA	F01176	12/04/2024	NA	NA	580.435	Taginaste azul de Gran Canaria	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Cs
images/links_dropbox_protected/FV01139-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01139	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	283.616	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV0114-Canarina canariensis-(L.) Vatke-eg_no-ee_si--ns-ep-LT-F01374.jpg	FV0114	Canarina canariensis	(L.) Vatke	NO	SI	-	Nativo seguro	Especie protegida	LT	F01374	12/04/2024	NA	NA	563.292	Bicacarera, bicácaro	Terrestre	Magnoliopsida	Campanulaceae	Endémico	Plantae	Spermatophyta	NA	Asterales	Hs Ps Gs Ts Cs
images/links_dropbox_protected/FV01140-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01140	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	284.308	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01142-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01142	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	287.256	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01145-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01145	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	01/06/2024	NA	NA	265.665	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01148-Lavatera acerifolia-Cav.-eg_no-ee_si--ns-ep-TC-F01004.jpg	FV01148	Lavatera acerifolia	Cav.	NO	SI	-	Nativo seguro	Especie protegida	TC	F01004	01/06/2024	NA	NA	279.335	Malvarrisco rosada	Terrestre	Magnoliopsida	Malvaceae	Endémico	Plantae	Spermatophyta	NA	Malvales	Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01156-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01156	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	268.383	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01165-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01165	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	263.418	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01166-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01166	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	263.776	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01179-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01179	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	273.349	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01183-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01183	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	265.226	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01185-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01185	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	263.613	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01187-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01187	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	264.032	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01191-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01191	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	266.817	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01194-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01194	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	275.308	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01196-Echium decaisnei-Webb & Berthel-eg_no-ee_si--ns-ep--F02221.jpg	FV01196	Echium decaisnei	Webb & Berthel	NO	SI	-	Nativo seguro	Especie protegida	NA	F02221	01/06/2024	NA	NA	278.15	NA	Terrestre	Magnoliopsida	Boraginaceae	Endémico	Plantae	Spermatophyta	NA	Boraginales	Ht Tt Cs Fs Ls
images/links_dropbox_protected/FV01198-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01198	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	269.855	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01199-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01199	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	284.194	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV0120-Asplenium onopteris-L.-eg_no-ee_no--ns-ep-MA_BF_P_LHR-F00039.jpg	FV0120	Asplenium onopteris	L.	NO	NO	-	Nativo seguro	Especie protegida	MA_BF_P_LHR	F00039	12/04/2024	NA	NA	567.098	Culantrillo negro de monte, doradilla negra,	Terrestre	Filicopsida	Aspleniaceae	No endémico	Plantae	Pteridophyta	NA	Polypodiales	Hs Ps Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01205-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01205	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	278.607	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01206-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01206	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	272.354	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01209-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01209	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	01/06/2024	NA	NA	287.57	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01210-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01210	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	01/06/2024	NA	NA	283.522	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01211-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01211	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	258.631	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01212-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01212	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	01/06/2024	NA	NA	279.498	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01213-Campylanthus salsoloides-(L. f.) Roth-eg_no-ee_si--ns-ep-TC-F01213.jpg	FV01213	Campylanthus salsoloides	(L. f.) Roth	NO	SI	-	Nativo seguro	Especie protegida	TC	F01213	01/06/2024	NA	NA	272.128	Romero marino	Terrestre	Magnoliopsida	Plantaginaceae	Endémico	Plantae	Spermatophyta	NA	Lamiales	Pd Gs Ts Cs Fs Ls
images/links_dropbox_protected/FV01214-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01214	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	275.448	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01217-Retama rhodorhizoides-Webb & Berthel.-eg_no-ee_si--ns-ep-TC-F00585.jpg	FV01217	Retama rhodorhizoides	Webb & Berthel.	NO	SI	-	Nativo seguro	Especie protegida	TC	F00585	01/06/2024	NA	NA	283.83	Retama blanca canaria, retama de costa, retama	Terrestre	Magnoliopsida	Fabaceae	Endémico	Plantae	Spermatophyta	NA	Fabales	Hs Ps Gs Ts Cs Fs
images/links_dropbox_protected/FV01219-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01219	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	285.295	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
images/links_dropbox_protected/FV01225-Aeonium percarneum-(R. P. Murray) Pit. & Proust-eg_no-ee_si--ns-ep--F00366.jpg	FV01225	Aeonium percarneum	(R. P. Murray) Pit. & Proust	NO	SI	-	Nativo seguro	Especie protegida	NA	F00366	01/06/2024	NA	NA	259.953	Bejeque rosado	Terrestre	Magnoliopsida	Crassulaceae	Endémico	Plantae	Spermatophyta	NA	Saxifragales	Cs
